value,key
2,2011-01-26 05-57
28,2011-01-26 05-58
86,2011-01-26 05-59
12,2011-01-26 06-00
2,2011-01-26 06-01
70,2011-01-26 06-02
98,2011-01-26 06-03
92,2011-01-26 06-04
30,2011-01-26 06-05
2,2011-01-26 06-06
21,2011-01-26 06-08
69,2011-01-26 06-09
12,2011-01-26 06-10
64,2011-01-26 06-11
38,2011-01-26 06-12
2,2011-01-26 06-14
1,2011-01-26 06-16
32,2011-01-26 06-17
86,2011-01-26 06-18
78,2011-01-26 06-19
23,2011-01-26 06-20
92,2011-01-26 06-21
86,2011-01-26 06-22
46,2011-01-26 06-23
119,2011-01-26 06-24
70,2011-01-26 06-25
3,2011-01-26 06-26
1,2011-01-26 06-27
52,2011-01-26 06-28
52,2011-01-26 06-29
23,2011-01-26 06-30
97,2011-01-26 06-31
6,2011-01-26 06-32
53,2011-01-26 06-33
1,2011-01-26 06-34
28,2011-01-26 06-35
2,2011-01-26 06-36
1,2011-01-26 06-37
9,2011-01-26 06-38
111,2011-01-26 06-39
29,2011-01-26 06-40
1,2011-01-26 06-41
2,2011-01-26 06-42
25,2011-01-26 06-43
75,2011-01-26 06-44
100,2011-01-26 06-45
8,2011-01-26 06-46
93,2011-01-26 06-47
1,2011-01-26 06-48
63,2011-01-26 06-50
38,2011-01-26 06-51
1,2011-01-26 06-52
47,2011-01-26 06-53
93,2011-01-26 06-54
37,2011-01-26 06-55
1,2011-01-26 06-56
1,2011-01-26 06-59
2,2011-01-26 07-03
134,2011-01-26 07-04
23,2011-01-26 07-05
69,2011-01-26 07-06
32,2011-01-26 07-07
1,2011-01-26 07-09
27,2011-01-26 07-13
143,2011-01-26 07-14
30,2011-01-26 07-15
73,2011-01-26 07-18
76,2011-01-26 07-19
52,2011-01-26 07-20
25,2011-01-26 07-21
75,2011-01-26 07-22
97,2011-01-26 07-24
3,2011-01-26 07-25
21,2011-01-26 07-28
79,2011-01-26 07-29
1,2011-01-26 07-30
53,2011-01-26 07-31
47,2011-01-26 07-32
17,2011-01-26 07-34
32,2011-01-26 07-36
65,2011-01-26 07-38
65,2011-01-26 07-39
4,2011-01-26 07-40
64,2011-01-26 07-41
36,2011-01-26 07-42
36,2011-01-26 07-43
138,2011-01-26 07-44
74,2011-01-26 07-45
129,2011-01-26 07-49
31,2011-01-26 07-50
101,2011-01-26 07-52
2,2011-01-26 07-54
6,2011-01-26 07-58
18,2011-01-26 07-59
1,2011-01-26 08-00
27,2011-01-26 08-01
1,2011-01-26 08-02
50,2011-01-26 08-03
79,2011-01-26 08-04
8,2011-01-26 08-05
97,2011-01-26 08-06
36,2011-01-26 08-08
51,2011-01-26 08-09
47,2011-01-26 08-10
62,2011-01-26 08-11
43,2011-01-26 08-12
14,2011-01-26 08-13
139,2011-01-26 08-14
82,2011-01-26 08-15
1,2011-01-26 08-17
72,2011-01-26 08-18
88,2011-01-26 08-19
39,2011-01-26 08-20
1,2011-01-26 08-21
99,2011-01-26 08-22
2,2011-01-26 08-23
1,2011-01-26 08-24
49,2011-01-26 08-25
2,2011-01-26 08-26
53,2011-01-26 08-27
5,2011-01-26 08-28
82,2011-01-26 08-29
94,2011-01-26 08-30
38,2011-01-26 08-32
66,2011-01-26 08-33
2,2011-01-26 08-34
2,2011-01-26 08-37
43,2011-01-26 08-38
91,2011-01-26 08-39
35,2011-01-26 08-40
1,2011-01-26 08-41
19,2011-01-26 08-43
73,2011-01-26 08-44
109,2011-01-26 08-45
54,2011-01-26 08-46
47,2011-01-26 08-47
1,2011-01-26 08-49
99,2011-01-26 08-51
3,2011-01-26 08-52
44,2011-01-26 08-53
56,2011-01-26 08-54
64,2011-01-26 08-55
84,2011-01-26 08-56
20,2011-01-26 08-58
80,2011-01-26 08-59
8,2011-01-26 09-00
45,2011-01-26 09-01
70,2011-01-26 09-02
30,2011-01-26 09-03
1,2011-01-26 09-04
1,2011-01-26 09-06
38,2011-01-26 09-08
129,2011-01-26 09-09
28,2011-01-26 09-10
3,2011-01-26 09-13
82,2011-01-26 09-14
112,2011-01-26 09-15
41,2011-01-26 09-16
59,2011-01-26 09-17
73,2011-01-26 09-21
56,2011-01-26 09-23
91,2011-01-26 09-24
111,2011-01-26 09-25
60,2011-01-26 09-26
35,2011-01-26 09-28
65,2011-01-26 09-29
54,2011-01-26 09-31
49,2011-01-26 09-32
51,2011-01-26 09-33
11,2011-01-26 09-37
82,2011-01-26 09-38
80,2011-01-26 09-39
45,2011-01-26 09-40
1,2011-01-26 09-41
43,2011-01-26 09-43
47,2011-01-26 09-44
96,2011-01-26 09-45
65,2011-01-26 09-46
43,2011-01-26 09-47
1,2011-01-26 09-49
1,2011-01-26 09-51
1,2011-01-26 09-52
91,2011-01-26 09-53
68,2011-01-26 09-54
101,2011-01-26 09-55
2,2011-01-26 09-57
1,2011-01-26 09-58
19,2011-01-26 10-00
1,2011-01-26 10-02
88,2011-01-26 10-03
85,2011-01-26 10-04
9,2011-01-26 10-05
29,2011-01-26 10-06
73,2011-01-26 10-07
42,2011-01-26 10-08
109,2011-01-26 10-09
101,2011-01-26 10-10
4,2011-01-26 10-11
6,2011-01-26 10-12
32,2011-01-26 10-13
65,2011-01-26 10-14
90,2011-01-26 10-15
20,2011-01-26 10-16
102,2011-01-26 10-17
2,2011-01-26 10-18
4,2011-01-26 10-19
2,2011-01-26 10-20
1,2011-01-26 10-21
48,2011-01-26 10-22
67,2011-01-26 10-23
91,2011-01-26 10-24
63,2011-01-26 10-25
3,2011-01-26 10-26
3,2011-01-26 10-27
26,2011-01-26 10-28
128,2011-01-26 10-29
6,2011-01-26 10-30
63,2011-01-26 10-31
85,2011-01-26 10-32
6,2011-01-26 10-33
5,2011-01-26 10-34
47,2011-01-26 10-35
1,2011-01-26 10-36
1,2011-01-26 10-37
54,2011-01-26 10-38
79,2011-01-26 10-39
49,2011-01-26 10-40
1,2011-01-26 10-42
34,2011-01-26 10-43
58,2011-01-26 10-44
109,2011-01-26 10-45
36,2011-01-26 10-46
65,2011-01-26 10-47
3,2011-01-26 10-49
2,2011-01-26 10-50
33,2011-01-26 10-51
68,2011-01-26 10-52
25,2011-01-26 10-53
94,2011-01-26 10-54
90,2011-01-26 10-55
6,2011-01-26 10-56
96,2011-01-26 10-57
24,2011-01-26 10-58
67,2011-01-26 10-59
10,2011-01-26 11-00
3,2011-01-26 11-01
106,2011-01-26 11-02
5,2011-01-26 11-03
4,2011-01-26 11-04
1,2011-01-26 11-05
2,2011-01-26 11-06
92,2011-01-26 11-07
79,2011-01-26 11-08
78,2011-01-26 11-09
1,2011-01-26 11-10
9,2011-01-26 11-13
79,2011-01-26 11-14
107,2011-01-26 11-15
47,2011-01-26 11-16
56,2011-01-26 11-17
2,2011-01-26 11-20
1,2011-01-26 11-21
79,2011-01-26 11-22
36,2011-01-26 11-23
106,2011-01-26 11-24
48,2011-01-26 11-25
42,2011-01-26 11-26
59,2011-01-26 11-27
38,2011-01-26 11-28
62,2011-01-26 11-29
1,2011-01-26 11-30
3,2011-01-26 11-31
105,2011-01-26 11-32
56,2011-01-26 11-33
1,2011-01-26 11-34
1,2011-01-26 11-35
1,2011-01-26 11-36
39,2011-01-26 11-38
104,2011-01-26 11-39
52,2011-01-26 11-40
39,2011-01-26 11-43
66,2011-01-26 11-44
97,2011-01-26 11-45
71,2011-01-26 11-46
31,2011-01-26 11-47
2,2011-01-26 11-48
4,2011-01-26 11-49
4,2011-01-26 11-50
2,2011-01-26 11-51
86,2011-01-26 11-53
105,2011-01-26 11-54
68,2011-01-26 11-55
100,2011-01-26 11-57
1,2011-01-26 11-58
89,2011-01-26 11-59
12,2011-01-26 12-00
19,2011-01-26 12-02
33,2011-01-26 12-03
67,2011-01-26 12-04
1,2011-01-26 12-05
100,2011-01-26 12-09
67,2011-01-26 12-11
44,2011-01-26 12-12
3,2011-01-26 12-13
1,2011-01-26 12-15
2,2011-01-26 12-17
3,2011-01-26 12-18
159,2011-01-26 12-19
11,2011-01-26 12-20
100,2011-01-26 12-21
91,2011-01-26 12-23
96,2011-01-26 12-24
8,2011-01-26 12-25
120,2011-01-26 12-26
56,2011-01-26 12-27
100,2011-01-26 12-29
15,2011-01-26 12-31
93,2011-01-26 12-32
13,2011-01-26 12-33
62,2011-01-26 12-34
22,2011-01-26 12-36
16,2011-01-26 12-38
98,2011-01-26 12-39
86,2011-01-26 12-40
1,2011-01-26 12-42
7,2011-01-26 12-43
95,2011-01-26 12-44
85,2011-01-26 12-45
39,2011-01-26 12-46
81,2011-01-26 12-47
2,2011-01-26 12-48
2,2011-01-26 12-51
61,2011-01-26 12-52
11,2011-01-26 12-53
126,2011-01-26 12-54
77,2011-01-26 12-55
48,2011-01-26 12-57
1,2011-01-26 12-58
102,2011-01-26 12-59
91,2011-01-26 13-00
89,2011-01-26 13-01
2,2011-01-26 13-02
147,2011-01-26 13-03
117,2011-01-26 13-04
39,2011-01-26 13-05
33,2011-01-26 13-06
70,2011-01-26 13-07
1,2011-01-26 13-08
101,2011-01-26 13-09
101,2011-01-26 13-10
78,2011-01-26 13-11
77,2011-01-26 13-13
25,2011-01-26 13-14
39,2011-01-26 13-18
118,2011-01-26 13-19
28,2011-01-26 13-20
95,2011-01-26 13-21
63,2011-01-26 13-22
2,2011-01-26 13-23
125,2011-01-26 13-24
26,2011-01-26 13-25
10,2011-01-26 13-26
90,2011-01-26 13-27
1,2011-01-26 13-28
59,2011-01-26 13-29
41,2011-01-26 13-30
100,2011-01-26 13-32
1,2011-01-26 13-33
90,2011-01-26 13-34
21,2011-01-26 13-35
91,2011-01-26 13-36
7,2011-01-26 13-38
88,2011-01-26 13-39
9,2011-01-26 13-40
24,2011-01-26 13-41
81,2011-01-26 13-42
1,2011-01-26 13-43
2,2011-01-26 13-44
55,2011-01-26 13-48
123,2011-01-26 13-49
11,2011-01-26 13-50
37,2011-01-26 13-51
63,2011-01-26 13-52
79,2011-01-26 13-59
1,2011-01-26 14-03
75,2011-01-26 14-04
38,2011-01-26 14-05
55,2011-01-26 14-07
46,2011-01-26 14-08
81,2011-01-26 14-14
118,2011-01-26 14-15
23,2011-01-26 14-16
77,2011-01-26 14-17
100,2011-01-26 14-21
19,2011-01-26 14-23
91,2011-01-26 14-24
86,2011-01-26 14-25
83,2011-01-26 14-26
17,2011-01-26 14-27
3,2011-01-26 14-28
80,2011-01-26 14-29
26,2011-01-26 14-30
40,2011-01-26 14-31
76,2011-01-26 14-33
25,2011-01-26 14-34
4,2011-01-26 14-35
1,2011-01-26 14-36
1,2011-01-26 14-37
21,2011-01-26 14-38
132,2011-01-26 14-39
57,2011-01-26 14-40
1,2011-01-26 14-41
3,2011-01-26 14-43
78,2011-01-26 14-44
119,2011-01-26 14-45
6,2011-01-26 14-46
97,2011-01-26 14-47
3,2011-01-26 14-48
1,2011-01-26 14-49
44,2011-01-26 14-51
57,2011-01-26 14-52
33,2011-01-26 14-53
66,2011-01-26 14-54
3,2011-01-26 14-55
36,2011-01-26 14-56
83,2011-01-26 14-57
61,2011-01-26 14-58
2,2011-01-26 15-00
24,2011-01-26 15-01
2,2011-01-26 15-02
49,2011-01-26 15-03
51,2011-01-26 15-04
6,2011-01-26 15-05
77,2011-01-26 15-06
32,2011-01-26 15-07
3,2011-01-26 15-08
3,2011-01-26 15-09
5,2011-01-26 15-10
2,2011-01-26 15-11
1,2011-01-26 15-12
19,2011-01-26 15-13
81,2011-01-26 15-14
105,2011-01-26 15-15
11,2011-01-26 15-16
91,2011-01-26 15-17
1,2011-01-26 15-19
3,2011-01-26 15-20
76,2011-01-26 15-21
4,2011-01-26 15-22
102,2011-01-26 15-23
73,2011-01-26 15-24
130,2011-01-26 15-25
115,2011-01-26 15-26
30,2011-01-26 15-27
43,2011-01-26 15-28
118,2011-01-26 15-29
5,2011-01-26 15-30
21,2011-01-26 15-31
1,2011-01-26 15-32
90,2011-01-26 15-33
13,2011-01-26 15-34
53,2011-01-26 15-36
3,2011-01-26 15-37
47,2011-01-26 15-38
69,2011-01-26 15-39
1,2011-01-26 15-40
35,2011-01-26 15-41
66,2011-01-26 15-42
1,2011-01-26 15-43
2,2011-01-26 15-44
1,2011-01-26 15-45
3,2011-01-26 15-46
1,2011-01-26 15-47
69,2011-01-26 15-48
84,2011-01-26 15-49
20,2011-01-26 15-50
115,2011-01-26 15-51
70,2011-01-26 15-52
26,2011-01-26 15-53
67,2011-01-26 15-54
7,2011-01-26 15-55
21,2011-01-26 15-56
89,2011-01-26 15-57
90,2011-01-26 15-58
3,2011-01-26 15-59
3,2011-01-26 16-00
3,2011-01-26 16-02
27,2011-01-26 16-03
70,2011-01-26 16-04
9,2011-01-26 16-05
9,2011-01-26 16-06
92,2011-01-26 16-07
1,2011-01-26 16-11
49,2011-01-26 16-13
102,2011-01-26 16-14
84,2011-01-26 16-15
83,2011-01-26 16-18
64,2011-01-26 16-19
31,2011-01-26 16-20
41,2011-01-26 16-21
59,2011-01-26 16-22
13,2011-01-26 16-24
84,2011-01-26 16-25
3,2011-01-26 16-26
28,2011-01-26 16-28
50,2011-01-26 16-29
22,2011-01-26 16-30
1,2011-01-26 16-32
73,2011-01-26 16-33
30,2011-01-26 16-34
83,2011-01-26 16-38
92,2011-01-26 16-39
54,2011-01-26 16-40
3,2011-01-26 16-41
1,2011-01-26 16-42
41,2011-01-26 16-43
55,2011-01-26 16-44
102,2011-01-26 16-45
9,2011-01-26 16-46
70,2011-01-26 16-47
33,2011-01-26 16-48
82,2011-01-26 16-50
19,2011-01-26 16-51
2,2011-01-26 16-52
59,2011-01-26 16-53
85,2011-01-26 16-54
66,2011-01-26 16-55
2,2011-01-26 16-56
3,2011-01-26 16-57
49,2011-01-26 16-58
85,2011-01-26 16-59
45,2011-01-26 17-00
28,2011-01-26 17-01
72,2011-01-26 17-02
1,2011-01-26 17-04
22,2011-01-26 17-06
1,2011-01-26 17-07
41,2011-01-26 17-08
59,2011-01-26 17-09
48,2011-01-26 17-10
61,2011-01-26 17-11
11,2011-01-26 17-12
50,2011-01-26 17-13
60,2011-01-26 17-14
65,2011-01-26 17-15
54,2011-01-26 17-16
49,2011-01-26 17-17
3,2011-01-26 17-18
42,2011-01-26 17-21
66,2011-01-26 17-22
53,2011-01-26 17-23
35,2011-01-26 17-24
1,2011-01-26 17-25
66,2011-01-26 17-26
34,2011-01-26 17-27
1,2011-01-26 17-28
76,2011-01-26 17-31
26,2011-01-26 17-32
53,2011-01-26 17-33
47,2011-01-26 17-34
100,2011-01-26 17-35
2,2011-01-26 17-36
39,2011-01-26 17-37
38,2011-01-26 17-38
49,2011-01-26 17-39
7,2011-01-26 17-40
87,2011-01-26 17-41
13,2011-01-26 17-42
19,2011-01-26 17-46
52,2011-01-26 17-47
57,2011-01-26 17-48
37,2011-01-26 17-49
69,2011-01-26 17-50
64,2011-01-26 17-51
42,2011-01-26 17-52
27,2011-01-26 17-53
36,2011-01-26 17-54
31,2011-01-26 17-55
48,2011-01-26 17-56
32,2011-01-26 17-57
23,2011-01-26 17-58
33,2011-01-26 17-59
27,2011-01-26 18-00
14,2011-01-26 18-01
23,2011-01-26 18-02
27,2011-01-26 18-03
37,2011-01-26 18-04
49,2011-01-26 18-05
39,2011-01-26 18-06
19,2011-01-26 18-07
19,2011-01-26 18-08
19,2011-01-26 18-09
26,2011-01-26 18-10
46,2011-01-26 18-11
30,2011-01-26 18-12
1,2011-01-26 18-13
9,2011-01-26 18-15
21,2011-01-26 18-16
37,2011-01-26 18-17
54,2011-01-26 18-18
29,2011-01-26 18-19
25,2011-01-26 18-20
55,2011-01-26 18-21
33,2011-01-26 18-22
42,2011-01-26 18-23
49,2011-01-26 18-24
4,2011-01-26 18-25
50,2011-01-26 18-26
53,2011-01-26 18-27
53,2011-01-26 18-28
39,2011-01-26 18-29
20,2011-01-26 18-30
39,2011-01-26 18-31
40,2011-01-26 18-32
40,2011-01-26 18-33
36,2011-01-26 18-34
59,2011-01-26 18-35
41,2011-01-26 18-36
28,2011-01-26 18-37
27,2011-01-26 18-38
23,2011-01-26 18-39
41,2011-01-26 18-40
45,2011-01-26 18-41
14,2011-01-26 18-42
13,2011-01-26 18-45
19,2011-01-26 18-46
47,2011-01-26 18-47
41,2011-01-26 18-48
48,2011-01-26 18-49
53,2011-01-26 18-50
53,2011-01-26 18-51
39,2011-01-26 18-52
32,2011-01-26 18-53
48,2011-01-26 18-54
53,2011-01-26 18-55
33,2011-01-26 18-56
24,2011-01-26 18-57
20,2011-01-26 18-58
38,2011-01-26 18-59
25,2011-01-26 19-00
60,2011-01-26 19-01
38,2011-01-26 19-02
30,2011-01-26 19-03
25,2011-01-26 19-04
8,2011-01-26 19-05
22,2011-01-26 19-06
24,2011-01-26 19-07
28,2011-01-26 19-08
18,2011-01-26 19-09
14,2011-01-26 19-10
53,2011-01-26 19-11
35,2011-01-26 19-12
1,2011-01-26 19-13
6,2011-01-26 19-14
22,2011-01-26 19-15
36,2011-01-26 19-16
35,2011-01-26 19-17
32,2011-01-26 19-18
24,2011-01-26 19-19
48,2011-01-26 19-20
74,2011-01-26 19-21
49,2011-01-26 19-22
25,2011-01-26 19-23
19,2011-01-26 19-24
7,2011-01-26 19-25
40,2011-01-26 19-26
44,2011-01-26 19-27
13,2011-01-26 19-28
32,2011-01-26 19-30
41,2011-01-26 19-31
4,2011-01-26 19-32
46,2011-01-26 19-33
63,2011-01-26 19-34
24,2011-01-26 19-35
53,2011-01-26 19-36
48,2011-01-26 19-37
38,2011-01-26 19-38
28,2011-01-26 19-39
36,2011-01-26 19-40
48,2011-01-26 19-41
39,2011-01-26 19-42
38,2011-01-26 19-43
40,2011-01-26 19-44
47,2011-01-26 19-45
69,2011-01-26 19-46
23,2011-01-26 19-47
29,2011-01-26 19-50
33,2011-01-26 19-51
32,2011-01-26 19-52
46,2011-01-26 19-53
49,2011-01-26 19-54
36,2011-01-26 19-55
41,2011-01-26 19-56
25,2011-01-26 19-57
30,2011-01-26 19-58
19,2011-01-26 19-59
7,2011-01-26 20-01
26,2011-01-26 20-02
35,2011-01-26 20-03
29,2011-01-26 20-04
3,2011-01-26 20-05
40,2011-01-26 20-06
60,2011-01-26 20-07
1,2011-01-26 20-10
28,2011-01-26 20-11
28,2011-01-26 20-12
41,2011-01-26 20-13
28,2011-01-26 20-14
32,2011-01-26 20-15
50,2011-01-26 20-16
44,2011-01-26 20-17
14,2011-01-26 20-18
18,2011-01-26 20-19
28,2011-01-26 20-20
45,2011-01-26 20-21
27,2011-01-26 20-22
42,2011-01-26 20-23
68,2011-01-26 20-24
45,2011-01-26 20-25
37,2011-01-26 20-26
39,2011-01-26 20-27
19,2011-01-26 20-28
27,2011-01-26 20-29
25,2011-01-26 20-30
53,2011-01-26 20-31
49,2011-01-26 20-32
12,2011-01-26 20-33
1,2011-01-26 20-35
27,2011-01-26 20-36
25,2011-01-26 20-37
53,2011-01-26 20-38
52,2011-01-26 20-39
15,2011-01-26 20-40
8,2011-01-26 20-41
43,2011-01-26 20-42
38,2011-01-26 20-43
38,2011-01-26 20-44
55,2011-01-26 20-45
48,2011-01-26 20-46
33,2011-01-26 20-47
1,2011-01-26 20-48
8,2011-01-26 20-50
38,2011-01-26 20-51
46,2011-01-26 20-52
38,2011-01-26 20-53
41,2011-01-26 20-54
46,2011-01-26 20-55
42,2011-01-26 20-56
42,2011-01-26 20-57
41,2011-01-26 20-58
30,2011-01-26 20-59
40,2011-01-26 21-01
53,2011-01-26 21-02
36,2011-01-26 21-03
33,2011-01-26 21-04
37,2011-01-26 21-05
18,2011-01-26 21-06
20,2011-01-26 21-07
20,2011-01-26 21-08
18,2011-01-26 21-09
53,2011-01-26 21-11
47,2011-01-26 21-12
9,2011-01-26 21-15
21,2011-01-26 21-16
40,2011-01-26 21-17
37,2011-01-26 21-18
39,2011-01-26 21-19
35,2011-01-26 21-20
50,2011-01-26 21-21
24,2011-01-26 21-22
21,2011-01-26 21-25
18,2011-01-26 21-26
42,2011-01-26 21-27
41,2011-01-26 21-28
29,2011-01-26 21-29
7,2011-01-26 21-30
47,2011-01-26 21-31
47,2011-01-26 21-32
13,2011-01-26 21-33
34,2011-01-26 21-34
33,2011-01-26 21-35
44,2011-01-26 21-36
31,2011-01-26 21-37
43,2011-01-26 21-38
45,2011-01-26 21-39
22,2011-01-26 21-40
29,2011-01-26 21-41
27,2011-01-26 21-42
43,2011-01-26 21-43
38,2011-01-26 21-44
39,2011-01-26 21-45
36,2011-01-26 21-46
49,2011-01-26 21-47
6,2011-01-26 21-50
23,2011-01-26 21-51
52,2011-01-26 21-52
48,2011-01-26 21-53
64,2011-01-26 21-54
22,2011-01-26 21-55
1,2011-01-26 21-57
10,2011-01-26 22-01
39,2011-01-26 22-02
40,2011-01-26 22-03
52,2011-01-26 22-04
20,2011-01-26 22-05
38,2011-01-26 22-06
41,2011-01-26 22-07
2,2011-01-26 22-08
12,2011-01-26 22-10
25,2011-01-26 22-11
24,2011-01-26 22-12
44,2011-01-26 22-13
32,2011-01-26 22-14
48,2011-01-26 22-15
45,2011-01-26 22-16
27,2011-01-26 22-17
1,2011-01-26 22-20
21,2011-01-26 22-21
29,2011-01-26 22-22
60,2011-01-26 22-23
78,2011-01-26 22-24
43,2011-01-26 22-25
32,2011-01-26 22-26
21,2011-01-26 22-27
36,2011-01-26 22-28
36,2011-01-26 22-29
39,2011-01-26 22-30
57,2011-01-26 22-31
42,2011-01-26 22-32
1,2011-01-26 22-33
1,2011-01-26 22-34
7,2011-01-26 22-35
49,2011-01-26 22-36
35,2011-01-26 22-37
43,2011-01-26 22-38
68,2011-01-26 22-39
38,2011-01-26 22-40
19,2011-01-26 22-41
25,2011-01-26 22-42
27,2011-01-26 22-43
50,2011-01-26 22-44
51,2011-01-26 22-45
36,2011-01-26 22-46
62,2011-01-26 22-47
19,2011-01-26 22-48
8,2011-01-26 22-50
38,2011-01-26 22-51
58,2011-01-26 22-52
42,2011-01-26 22-53
51,2011-01-26 22-54
39,2011-01-26 22-55
1,2011-01-26 22-57
36,2011-01-26 23-00
43,2011-01-26 23-01
41,2011-01-26 23-02
32,2011-01-26 23-03
67,2011-01-26 23-04
39,2011-01-26 23-05
36,2011-01-26 23-06
59,2011-01-26 23-07
42,2011-01-26 23-08
37,2011-01-26 23-09
16,2011-01-26 23-11
84,2011-01-26 23-12
11,2011-01-26 23-16
26,2011-01-26 23-17
40,2011-01-26 23-18
51,2011-01-26 23-19
50,2011-01-26 23-20
2,2011-01-26 23-21
95,2011-01-26 23-22
4,2011-01-26 23-23
2,2011-01-26 23-26
43,2011-01-26 23-27
34,2011-01-26 23-28
64,2011-01-26 23-29
47,2011-01-26 23-30
28,2011-01-26 23-32
48,2011-01-26 23-33
11,2011-01-26 23-36
24,2011-01-26 23-37
65,2011-01-26 23-38
53,2011-01-26 23-39
12,2011-01-26 23-40
52,2011-01-26 23-41
53,2011-01-26 23-42
46,2011-01-26 23-43
49,2011-01-26 23-44
60,2011-01-26 23-45
43,2011-01-26 23-46
28,2011-01-26 23-47
38,2011-01-26 23-48
20,2011-01-26 23-49
43,2011-01-26 23-50
57,2011-01-26 23-51
75,2011-01-26 23-52
26,2011-01-26 23-53
22,2011-01-27 00-01
41,2011-01-27 00-02
71,2011-01-27 00-03
59,2011-01-27 00-04
31,2011-01-27 00-05
1,2011-01-27 00-06
39,2011-01-27 00-07
35,2011-01-27 00-08
42,2011-01-27 00-09
47,2011-01-27 00-10
67,2011-01-27 00-11
52,2011-01-27 00-12
1,2011-01-27 00-14
3,2011-01-27 00-16
41,2011-01-27 00-17
36,2011-01-27 00-18
59,2011-01-27 00-19
52,2011-01-27 00-20
104,2011-01-27 00-21
20,2011-01-27 00-26
47,2011-01-27 00-27
60,2011-01-27 00-28
57,2011-01-27 00-29
24,2011-01-27 00-30
17,2011-01-27 00-31
33,2011-01-27 00-32
34,2011-01-27 00-33
45,2011-01-27 00-34
63,2011-01-27 00-35
58,2011-01-27 00-36
34,2011-01-27 00-37
6,2011-01-27 00-41
40,2011-01-27 00-42
66,2011-01-27 00-43
95,2011-01-27 00-44
29,2011-01-27 00-45
44,2011-01-27 00-47
31,2011-01-27 00-48
25,2011-01-27 00-49
29,2011-01-27 00-50
65,2011-01-27 00-51
84,2011-01-27 00-52
19,2011-01-27 00-53
40,2011-01-27 00-57
33,2011-01-27 00-58
35,2011-01-27 00-59
68,2011-01-27 01-00
44,2011-01-27 01-01
57,2011-01-27 01-02
56,2011-01-27 01-03
4,2011-01-27 01-04
1,2011-01-27 01-05
7,2011-01-27 01-06
36,2011-01-27 01-07
65,2011-01-27 01-08
93,2011-01-27 01-09
29,2011-01-27 01-10
43,2011-01-27 01-12
39,2011-01-27 01-13
45,2011-01-27 01-14
57,2011-01-27 01-15
69,2011-01-27 01-16
41,2011-01-27 01-17
3,2011-01-27 01-18
1,2011-01-27 01-19
1,2011-01-27 01-20
3,2011-01-27 01-21
33,2011-01-27 01-22
73,2011-01-27 01-23
95,2011-01-27 01-24
35,2011-01-27 01-25
2,2011-01-27 01-26
41,2011-01-27 01-27
30,2011-01-27 01-28
53,2011-01-27 01-29
52,2011-01-27 01-30
55,2011-01-27 01-31
65,2011-01-27 01-32
3,2011-01-27 01-33
1,2011-01-27 01-34
2,2011-01-27 01-35
28,2011-01-27 01-36
37,2011-01-27 01-37
46,2011-01-27 01-38
86,2011-01-27 01-39
25,2011-01-27 01-40
18,2011-01-27 01-41
43,2011-01-27 01-42
22,2011-01-27 01-43
54,2011-01-27 01-44
69,2011-01-27 01-45
53,2011-01-27 01-46
49,2011-01-27 01-47
1,2011-01-27 01-49
3,2011-01-27 01-50
10,2011-01-27 01-51
36,2011-01-27 01-52
50,2011-01-27 01-53
78,2011-01-27 01-54
86,2011-01-27 01-55
18,2011-01-27 01-56
1,2011-01-27 01-57
33,2011-01-27 02-02
41,2011-01-27 02-03
63,2011-01-27 02-04
55,2011-01-27 02-05
75,2011-01-27 02-06
21,2011-01-27 02-07
1,2011-01-27 02-11
37,2011-01-27 02-12
72,2011-01-27 02-13
92,2011-01-27 02-14
44,2011-01-27 02-15
40,2011-01-27 02-22
68,2011-01-27 02-23
109,2011-01-27 02-24
30,2011-01-27 02-25
34,2011-01-27 02-27
39,2011-01-27 02-28
65,2011-01-27 02-29
61,2011-01-27 02-30
48,2011-01-27 02-32
52,2011-01-27 02-33
43,2011-01-27 02-37
91,2011-01-27 02-38
60,2011-01-27 02-39
39,2011-01-27 02-40
50,2011-01-27 02-43
50,2011-01-27 02-44
82,2011-01-27 02-45
56,2011-01-27 02-46
62,2011-01-27 02-47
10,2011-01-27 02-52
50,2011-01-27 02-53
40,2011-01-27 02-54
72,2011-01-27 02-55
81,2011-01-27 02-56
36,2011-01-27 02-57
59,2011-01-27 03-02
65,2011-01-27 03-03
67,2011-01-27 03-04
37,2011-01-27 03-05
16,2011-01-27 03-07
46,2011-01-27 03-08
53,2011-01-27 03-09
34,2011-01-27 03-10
40,2011-01-27 03-11
61,2011-01-27 03-12
39,2011-01-27 03-13
27,2011-01-27 03-17
45,2011-01-27 03-18
67,2011-01-27 03-19
84,2011-01-27 03-20
53,2011-01-27 03-21
36,2011-01-27 03-27
57,2011-01-27 03-28
70,2011-01-27 03-29
58,2011-01-27 03-31
42,2011-01-27 03-32
66,2011-01-27 03-37
65,2011-01-27 03-38
77,2011-01-27 03-39
54,2011-01-27 03-40
7,2011-01-27 03-42
51,2011-01-27 03-43
46,2011-01-27 03-44
75,2011-01-27 03-45
19,2011-01-27 03-46
61,2011-01-27 03-47
39,2011-01-27 03-48
9,2011-01-27 03-52
39,2011-01-27 03-53
78,2011-01-27 03-54
56,2011-01-27 03-55
37,2011-01-27 03-56
63,2011-01-27 03-57
30,2011-01-27 04-02
59,2011-01-27 04-03
55,2011-01-27 04-04
