date,thread_id,num_posts
2011-01-26,11,1429
2011-01-27,21,1429
2011-01-25,51,1452
2011-01-25,67,1454
2011-01-26,4,1454
2011-01-27,1,1454
2011-01-27,3,1476
2011-01-28,11,1476
2011-01-29,15,1476
2011-01-30,2,1476
2011-01-25,45,1483
2011-01-26,5,1483
2011-01-27,41,1487
2011-01-26,213,1488
2011-01-27,69,1488
2011-01-28,11,1488
2011-01-29,1,1488
2011-01-26,37,1502
2011-01-27,40,1504
2011-01-28,1,1504
2011-01-27,32,1520
2011-01-28,5,1520
2011-01-27,51,1534
2011-01-28,1,1534
2011-01-27,163,1565
2011-01-28,9,1565
2011-01-27,38,1566
2011-01-29,34,1579
2011-01-25,45,1581
2011-01-26,2,1581
2011-01-25,20,1583
2011-01-26,14,1583
2011-01-25,46,1615
2011-01-26,3,1615
2011-01-28,42,1628
2011-01-27,73,1633
2011-01-28,2,1633
2011-01-29,47,1636
2011-01-30,3,1636
2011-01-24,18,1647
2011-01-25,13,1647
2011-01-26,2,1647
2011-01-28,2,1647
2011-01-29,9,1647
2011-01-28,89,1662
2011-01-29,10,1662
2011-01-24,4,1669
2011-01-25,1,1669
2011-01-26,17,1669
2011-01-27,4,1669
2011-01-28,4,1669
2011-01-29,6,1669
2011-01-25,36,1709
2011-01-26,3,1709
2011-01-25,200,1738
2011-01-26,76,1738
2011-01-27,11,1738
2011-01-26,43,1746
2011-01-27,3,1746
2011-01-26,42,1759
2011-01-27,45,1760
2011-01-25,231,1772
2011-01-26,26,1772
2011-01-27,2,1772
2011-01-26,30,1775
2011-01-27,5,1775
2011-01-25,81,1776
2011-01-26,1,1776
2011-01-27,200,1777
2011-01-28,39,1777
2011-01-29,1,1777
2011-01-25,120,1787
2011-01-26,7,1787
2011-01-25,102,1788
2011-01-26,6,1788
2011-01-25,107,1791
2011-01-26,11,1791
2011-01-25,20,1811
2011-01-26,20,1811
2011-01-29,43,1859
2011-01-29,34,1901
2011-01-27,88,1909
2011-01-28,16,1909
2011-01-28,125,1913
2011-01-29,10,1913
2011-01-30,2,1913
2011-01-27,51,1941
2011-01-24,97,2031
2011-01-25,42,2031
2011-01-26,29,2031
2011-01-27,10,2031
2011-01-28,3,2031
2011-01-29,12,2031
2011-01-24,10,2040
2011-01-25,133,2040
2011-01-25,49,2052
2011-01-25,31,2062
2011-01-25,73,2064
2011-01-26,5,2064
2011-01-25,36,2072
2011-01-25,36,2074
2011-01-26,1,2074
2011-01-25,31,2085
2011-01-26,6,2085
2011-01-25,8,2100
2011-01-26,70,2100
2011-01-27,14,2100
2011-01-28,1,2100
2011-01-28,31,2101
2011-01-29,2,2101
2011-01-26,46,2115
2011-01-26,35,2146
2011-01-29,89,2147
2011-01-30,1,2147
2011-01-27,51,2150
2011-01-28,3,2150
2011-01-27,64,2156
2011-01-28,10,2156
2011-01-29,1,2156
2011-01-28,41,2161
2011-01-27,46,2170
2011-01-28,1,2170
2011-01-27,43,2184
2011-01-28,16,2184
2011-01-28,55,2203
2011-01-29,8,2203
2011-01-25,75,2204
2011-01-26,11,2204
2011-01-27,1,2204
2011-01-29,1,2204
2011-01-25,39,2224
2011-01-26,17,2224
2011-01-29,108,2231
2011-01-27,49,2233
2011-01-28,1,2233
2011-01-29,69,2249
2011-01-30,17,2249
2011-01-25,60,2250
2011-01-26,73,2250
2011-01-28,32,2259
2011-01-27,36,2261
2011-01-28,1,2261
2011-01-29,36,2269
2011-01-25,16,2275
2011-01-26,13,2275
2011-01-27,4,2275
2011-01-28,1,2275
2011-01-29,5,2275
2011-01-26,132,2300
2011-01-27,4,2300
2011-01-25,36,2310
2011-01-26,9,2310
2011-01-30,59,2359
2011-01-28,78,2361
2011-01-29,6,2361
2011-01-25,47,2364
2011-01-26,3,2364
2011-01-27,5,2370
2011-01-28,43,2370
2011-01-29,1,2370
2011-01-27,35,2396
2011-01-25,44,2417
2011-01-26,7,2417
2011-01-28,41,2438
2011-01-29,5,2438
2011-01-28,105,2458
2011-01-29,67,2458
2011-01-30,6,2458
2011-01-26,47,2461
2011-01-28,1,2461
2011-01-27,45,2467
2011-01-25,85,2476
2011-01-26,1,2476
2011-01-25,49,2490
2011-01-27,37,2492
2011-01-26,44,2529
2011-01-26,67,2530
2011-01-29,94,2536
2011-01-26,31,2544
2011-01-27,32,2545
2011-01-25,159,2546
2011-01-26,59,2546
2011-01-27,1,2546
2011-01-28,33,2558
2011-01-26,34,2566
2011-01-25,69,2570
2011-01-26,6,2570
2011-01-27,1,2570
2011-01-25,39,2593
2011-01-26,3,2593
2011-01-26,29,2596
2011-01-27,2,2596
2011-01-26,39,2621
2011-01-27,1,2621
2011-01-25,51,2628
2011-01-29,58,2643
2011-01-30,1,2643
2011-01-28,48,2676
2011-01-29,7,2676
2011-01-30,3,2676
2011-01-26,78,2680
2011-01-27,2,2680
2011-01-25,36,2710
2011-01-26,12,2710
2011-01-28,2,2710
2011-01-26,52,2725
2011-01-25,31,2751
2011-01-26,2,2751
2011-01-24,37,2763
2011-01-25,10,2763
2011-01-26,52,2774
2011-01-27,6,2774
2011-01-25,40,2805
2011-01-26,3,2805
2011-01-25,36,2820
2011-01-26,3,2820
2011-01-27,19,2826
2011-01-28,17,2826
2011-01-25,16,2832
2011-01-26,22,2832
2011-01-27,12,2832
2011-01-28,3,2832
2011-01-29,6,2832
2011-01-30,1,2832
2011-01-26,46,2881
2011-01-27,1,2881
2011-01-28,55,2888
2011-01-29,1,2888
2011-01-25,18,2893
2011-01-26,21,2893
2011-01-27,1,2893
2011-01-29,51,2896
2011-01-25,42,2906
2011-01-27,110,2911
2011-01-28,17,2911
2011-01-29,1,2911
2011-01-25,79,2937
2011-01-26,46,2937
2011-01-28,5,2937
2011-01-28,92,2992
2011-01-29,5,2992
2011-01-25,45,3001
2011-01-26,22,3004
2011-01-27,14,3004
2011-01-26,29,3023
2011-01-27,3,3023
2011-01-29,3,3023
2011-01-25,38,3027
2011-01-26,8,3027
2011-01-25,29,3041
2011-01-26,2,3041
2011-01-27,121,3056
2011-01-27,22,3061
2011-01-28,16,3061
2011-01-26,46,3062
2011-01-27,3,3062
2011-01-25,26,3063
2011-01-26,15,3063
2011-01-27,3,3063
2011-01-24,32,3071
2011-01-25,4,3071
2011-01-28,1,3071
2011-01-27,43,3080
2011-01-28,2,3080
2011-01-25,30,3093
2011-01-27,30,3101
2011-01-29,35,3215
2011-01-30,1,3215
2011-01-25,45,3224
2011-01-26,10,3224
2011-01-25,146,3229
2011-01-26,4,3229
2011-01-26,42,3231
2011-01-27,1,3231
2011-01-24,45,3277
2011-01-25,74,3277
2011-01-28,37,3294
2011-01-29,1,3294
2011-01-25,36,3295
2011-01-26,31,3308
2011-01-26,54,3322
2011-01-27,7,3322
2011-01-26,65,3341
2011-01-27,6,3341
2011-01-26,40,3358
2011-01-28,38,3378
2011-01-29,5,3378
2011-01-27,34,3379
2011-01-26,30,3393
2011-01-26,49,3410
2011-01-27,3,3410
2011-01-27,101,3444
2011-01-28,11,3444
2011-01-27,35,3445
2011-01-27,67,3470
2011-01-28,10,3470
2011-01-27,109,3496
2011-01-28,4,3496
2011-01-29,2,3496
2011-01-25,30,3529
2011-01-26,2,3529
2011-01-26,32,3535
2011-01-27,49,3568
2011-01-28,1,3568
2011-01-26,36,3574
2011-01-30,69,3653
2011-01-28,118,3663
2011-01-29,3,3663
2011-01-25,25,3687
2011-01-26,7,3687
2011-01-27,3,3687
2011-01-25,50,3710
2011-01-26,1,3710
2011-01-26,48,3735
2011-01-27,4,3735
2011-01-29,29,3790
2011-01-30,4,3790
2011-01-25,2,3810
2011-01-26,3,3810
2011-01-27,24,3810
2011-01-28,9,3810
2011-01-27,57,3839
2011-01-28,15,3839
2011-01-29,1,3839
2011-01-25,49,3845
2011-01-25,27,3891
2011-01-26,11,3891
2011-01-28,46,3895
2011-01-29,7,3895
2011-01-28,42,3907
2011-01-29,3,3907
2011-01-30,3,3907
2011-01-27,62,3920
2011-01-26,60,3932
2011-01-25,41,3950
2011-01-26,1,3950
2011-01-25,38,3997
2011-01-26,20,3997
2011-01-29,37,4006
2011-01-30,1,4006
2011-01-26,20,4099
2011-01-27,15,4099
2011-01-28,3,4099
2011-01-25,39,4129
2011-01-26,1,4129
2011-01-27,47,4191
2011-01-28,1,4191
2011-01-26,90,4259
2011-01-26,44,4261
2011-01-27,2,4261
2011-01-25,45,4274
2011-01-26,2,4274
2011-01-28,13,4296
2011-01-29,32,4296
2011-01-30,1,4296
2011-01-25,1,4314
2011-01-26,6,4314
2011-01-27,50,4314
2011-01-28,18,4314
2011-01-29,2,4314
2011-01-25,69,4361
2011-01-26,1,4361
2011-01-26,32,4408
2011-01-29,32,4524
2011-01-30,2,4524
2011-01-24,28,4527
2011-01-25,162,4527
2011-01-26,6,4527
2011-01-26,30,4595
2011-01-25,5,4597
2011-01-26,43,4597
2011-01-27,14,4597
2011-01-28,4,4597
2011-01-29,19,4597
2011-01-30,5,4597
2011-01-25,105,4634
2011-01-26,15,4634
2011-01-26,28,4684
2011-01-27,3,4684
2011-01-26,38,4700
2011-01-25,42,4789
2011-01-26,1,4789
2011-01-25,40,4796
2011-01-26,6,4796
2011-01-27,31,4834
2011-01-25,42,4878
2011-01-27,37,4893
2011-01-28,3,4893
2011-01-25,64,4929
2011-01-26,1,4929
2011-01-26,41,4930
2011-01-27,2,4930
2011-01-25,13,4954
2011-01-26,11,4954
2011-01-27,9,4954
2011-01-28,1,4954
2011-01-25,28,4955
2011-01-26,3,4955
2011-01-27,1,4955
2011-01-26,37,4991
2011-01-27,34,4995
2011-01-28,1,4995
2011-01-26,40,5053
2011-01-27,8,5053
2011-01-27,33,5083
2011-01-28,6,5083
2011-01-25,41,5096
2011-01-26,1,5096
2011-01-28,1,5096
2011-01-25,30,5115
2011-01-28,46,5135
2011-01-29,4,5135
2011-01-27,34,5200
2011-01-28,2,5200
2011-01-27,43,5228
2011-01-25,42,5243
2011-01-26,9,5243
2011-01-27,1,5243
2011-01-25,35,5247
2011-01-26,17,5247
2011-01-28,1,5247
2011-01-26,119,5262
2011-01-27,19,5262
2011-01-27,70,5429
2011-01-25,36,5450
2011-01-26,1,5450
2011-01-27,56,5451
2011-01-28,1,5451
2011-01-26,24,5459
2011-01-27,20,5459
2011-01-28,1,5459
2011-01-25,35,5464
2011-01-26,29,5481
2011-01-27,1,5481
2011-01-26,33,5543
2011-01-25,60,5550
2011-01-26,12,5550
2011-01-26,37,5563
2011-01-27,1,5563
2011-01-28,34,5593
2011-01-29,2,5593
2011-01-25,43,5631
2011-01-28,1,5631
2011-01-27,76,5678
2011-01-25,16,5695
2011-01-26,27,5695
2011-01-27,5,5695
2011-01-29,10,5695
2011-01-25,42,5736
2011-01-26,48,5755
2011-01-27,2,5755
2011-01-25,84,5772
2011-01-26,5,5772
2011-01-25,54,5797
2011-01-26,4,5797
2011-01-27,1,5797
2011-01-25,36,5832
2011-01-25,49,5855
2011-01-25,55,5881
2011-01-26,12,5881
2011-01-25,67,5888
2011-01-26,4,5888
2011-01-25,124,5921
2011-01-26,13,5921
2011-01-25,23,5963
2011-01-26,8,5963
2011-01-26,91,5970
2011-01-27,20,5970
2011-01-29,1,5970
2011-01-24,2,6064
2011-01-25,37,6064
2011-01-26,14,6064
2011-01-27,50,6064
2011-01-28,18,6064
2011-01-29,9,6064
2011-01-30,1,6064
2011-01-27,30,6112
2011-01-24,37,6122
2011-01-25,2,6122
2011-01-25,35,6130
2011-01-29,34,6212
2011-01-25,8,6222
2011-01-26,8,6222
2011-01-27,30,6222
2011-01-28,31,6222
2011-01-29,11,6222
2011-01-28,49,6279
2011-01-29,35,6299
2011-01-27,46,6356
2011-01-28,3,6356
2011-01-29,1,6356
2011-01-27,31,6381
2011-01-28,1,6381
2011-01-28,37,6418
2011-01-28,34,6422
2011-01-27,41,6423
2011-01-28,2,6423
2011-01-25,37,6425
2011-01-24,3,6426
2011-01-25,31,6426
2011-01-24,44,6493
2011-01-25,2,6493
2011-01-25,38,6499
2011-01-25,32,6515
2011-01-26,49,6523
2011-01-29,45,6561
2011-01-29,56,6579
2011-01-30,1,6579
2011-01-25,44,6587
2011-01-27,92,6590
2011-01-28,3,6590
2011-01-26,42,6636
2011-01-25,44,6698
2011-01-25,31,6795
2011-01-26,31,6814
2011-01-29,53,6849
2011-01-30,3,6849
2011-01-26,120,6921
2011-01-27,7,6921
2011-01-25,37,6955
2011-01-26,31,6991
2011-01-29,32,7012
2011-01-26,29,7052
2011-01-27,1,7052
2011-01-28,36,7076
2011-01-29,2,7076
2011-01-26,40,7084
2011-01-25,37,7109
2011-01-26,16,7109
2011-01-26,43,7128
2011-01-27,14,7128
2011-01-28,1,7128
2011-01-26,40,7175
2011-01-27,9,7175
2011-01-28,1,7175
2011-01-25,37,7189
2011-01-26,1,7189
2011-01-25,34,7196
2011-01-29,39,7295
2011-01-25,51,7326
2011-01-26,18,7326
2011-01-27,21,7326
2011-01-26,35,7383
2011-01-25,38,7432
2011-01-26,31,7451
2011-01-28,38,7454
2011-01-29,3,7454
2011-01-26,45,7478
2011-01-27,8,7478
2011-01-28,1,7478
2011-01-27,31,7523
2011-01-28,1,7523
2011-01-25,28,7583
2011-01-26,3,7583
2011-01-29,40,7595
2011-01-30,6,7595
2011-01-26,41,7661
2011-01-27,1,7661
2011-01-27,38,7696
2011-01-28,1,7696
2011-01-24,43,7712
2011-01-25,2,7712
2011-01-29,31,7754
2011-01-30,4,7754
2011-01-27,31,7827
2011-01-28,4,7827
2011-01-26,32,7860
2011-01-26,54,7962
2011-01-27,1,7962
2011-01-26,44,8037
2011-01-25,16,8066
2011-01-26,15,8066
2011-01-25,21,8133
2011-01-26,7,8133
2011-01-27,2,8133
2011-01-26,37,8187
2011-01-28,36,8234
2011-01-29,4,8234
2011-01-27,25,8355
2011-01-28,6,8355
2011-01-27,45,8467
2011-01-28,2,8467
2011-01-25,31,8556
2011-01-26,5,8556
2011-01-26,34,8603
2011-01-30,63,8629
2011-01-27,35,8758
2011-01-28,31,8806
2011-01-29,2,8806
2011-01-25,18,8838
2011-01-26,15,8838
2011-01-27,36,8881
2011-01-28,1,8881
2011-01-26,48,8906
2011-01-24,59,8964
2011-01-25,11,8964
2011-01-27,2,8964
2011-01-29,45,9064
2011-01-30,2,9064
2011-01-28,12,9114
2011-01-29,22,9114
2011-01-28,38,9149
2011-01-25,136,9209
2011-01-26,21,9209
2011-01-26,19,9227
2011-01-27,10,9227
2011-01-28,1,9227
2011-01-27,30,9257
2011-01-28,1,9257
2011-01-25,37,9367
2011-01-27,31,9401
2011-01-26,43,9431
2011-01-26,37,9434
2011-01-25,26,9465
2011-01-26,9,9465
2011-01-27,2,9465
2011-01-27,42,9537
2011-01-28,1,9537
2011-01-25,44,9682
2011-01-26,4,9682
2011-01-25,7,9695
2011-01-26,43,9695
2011-01-28,43,9766
2011-01-25,45,9797
2011-01-26,9,9797
2011-01-27,12,9797
2011-01-28,15,9797
2011-01-29,4,9797
2011-01-28,31,9820
2011-01-26,34,9993
2011-01-25,100,10031
2011-01-26,12,10031
2011-01-30,1,10031
2011-01-25,32,10124
2011-01-26,2,10124
2011-01-25,30,10186
2011-01-27,39,10523
2011-01-27,31,10632
2011-01-29,35,10722
2011-01-28,35,10748
2011-01-25,32,10800
2011-01-27,27,10801
2011-01-28,7,10801
2011-01-27,35,10915
2011-01-28,4,10915
2011-01-27,25,11117
2011-01-28,5,11117
2011-01-26,31,11284
2011-01-27,1,11284
2011-01-29,44,11581
2011-01-30,2,11581
2011-01-28,34,11753
2011-01-26,34,12008
2011-01-25,33,12055
2011-01-26,22,12055
2011-01-29,31,12073
2011-01-30,3,12073
2011-01-26,29,12137
2011-01-27,2,12137
2011-01-24,33,12306
2011-01-25,5,12306
2011-01-26,1,12306
2011-01-25,9,12363
2011-01-26,31,12363
2011-01-26,46,12421
2011-01-24,22,12443
2011-01-25,8,12443
2011-01-26,33,12462
2011-01-26,35,13285
2011-01-26,33,13467
2011-01-25,42,13474
2011-01-27,38,13681
2011-01-28,2,13681
2011-01-26,27,14044
2011-01-27,4,14044
2011-01-26,30,14183
2011-01-27,35,14336
2011-01-28,12,14336
2011-01-25,40,14430
2011-01-25,43,14792
2011-01-26,1,14792
2011-01-26,33,15053
2011-01-27,3,15053
2011-01-25,29,15149
2011-01-26,1,15149
2011-01-25,46,15616
2011-01-26,11,15616
2011-01-27,2,15616
2011-01-25,8,15718
2011-01-26,14,15718
2011-01-27,7,15718
2011-01-28,11,15718
2011-01-29,2,15718
2011-01-26,41,15893
2011-01-27,1,15893
2011-01-25,34,15992
2011-01-26,1,15992
2011-01-25,3,15995
2011-01-27,36,15995
2011-01-28,9,15995
2011-01-29,2,15995
2011-01-26,32,16715
2011-01-27,19,16715
2011-01-25,21,17600
2011-01-26,2,17600
2011-01-27,8,17600
2011-01-24,1,17974
2011-01-25,4,17974
2011-01-26,2,17974
2011-01-27,7,17974
2011-01-28,15,17974
2011-01-29,7,17974
2011-01-24,32,19598
2011-01-25,1,19598
2011-01-26,34,19602
2011-01-25,42,20002
2011-01-27,1,20002
2011-01-24,3,22095
2011-01-25,26,22095
2011-01-26,2,22095
2011-01-27,1,22095
2011-01-26,21,23054
2011-01-27,9,23054
2011-01-25,6,24019
2011-01-26,6,24019
2011-01-27,12,24019
2011-01-28,4,24019
2011-01-29,6,24019
2011-01-25,5,27210
2011-01-26,9,27210
2011-01-27,5,27210
2011-01-28,6,27210
2011-01-29,5,27210
2011-01-26,16,33530
2011-01-27,7,33530
2011-01-28,8,33530
2011-01-25,13,37409
2011-01-26,8,37409
2011-01-27,6,37409
2011-01-28,12,37409
2011-01-29,14,37409
2011-01-25,72,53451
2011-01-26,54,53451
2011-01-27,21,53451
2011-01-28,6,53451
2011-01-25,42,54141
2011-01-26,28,54141
2011-01-27,6,54141
2011-01-25,10,55826
2011-01-26,9,55826
2011-01-27,6,55826
2011-01-28,3,55826
2011-01-29,2,55826
2011-01-24,1,64232
2011-01-25,7,64232
2011-01-26,14,64232
2011-01-27,15,64232
2011-01-28,15,64232
2011-01-29,12,64232
2011-01-30,2,64232
